zone,node,ts_ms,amp_0,amp_1,amp_2,amp_3,amp_4,amp_5,amp_6,amp_7,amp_8,amp_9,amp_10,amp_11,amp_12,amp_13,amp_14,amp_15,amp_16,amp_17,amp_18,amp_19,amp_20,amp_21,amp_22,amp_23,amp_24,amp_25,amp_26,amp_27,amp_28,amp_29,amp_30,amp_31,amp_32,amp_33,amp_34,amp_35,amp_36,amp_37,amp_38,amp_39,amp_40,amp_41,amp_42,amp_43,amp_44,amp_45,amp_46,amp_47,amp_48,amp_49,amp_50,amp_51,amp_52,amp_53,amp_54,amp_55,amp_56,amp_57,amp_58,amp_59,amp_60,amp_61,amp_62,amp_63
RIGHT,left,1778971906950,134.3577,5.0,16.1245,21.095,23.0,26.0,28.0179,28.0713,27.1662,24.1868,22.2036,18.1108,15.0,11.4018,9.434,9.434,11.1803,13.0384,15.0333,15.1327,16.2788,16.4924,16.4924,15.5242,14.5602,12.6491,11.1803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4722,17.4642,11.1803,6.3246,4.0,7.8102,12.53,17.088,20.8806,23.7697,26.4764,27.2947,28.2843,28.4429,27.4591,25.7099,25.0,23.7697,22.8473,22.3607,20.5913,19.2354,14.7648,10.7703,5.3852,0.0
RIGHT,right,1778971907066,134.3577,5.0,30.0167,29.1548,26.9258,24.1868,22.3607,19.3132,16.7631,14.3178,13.0,12.0416,11.1803,10.198,8.2462,4.4721,3.1623,5.3852,9.434,13.4164,15.8114,17.2627,18.0,17.2627,16.1555,13.8924,11.4018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4853,11.0,13.8924,18.3848,19.7231,21.5407,20.8806,19.4165,17.2627,13.3417,11.1803,10.0,12.3693,17.0,22.0,26.0192,29.0172,29.0689,29.2746,27.1662,24.0832,20.0,15.5242,16.4012,20.0,23.3238
RIGHT,left,1778971907158,134.3577,5.0,11.7047,15.5242,19.6469,22.561,24.5153,25.4951,26.3059,24.1868,23.1948,19.2354,15.5242,12.53,9.8995,10.7703,11.0454,12.1655,14.5602,16.1555,17.0,17.4929,18.0278,17.2047,16.4012,14.8661,13.4536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9545,16.7631,11.0,7.2111,6.0828,9.434,13.4536,17.4929,21.0238,23.4094,25.2982,26.2488,28.1603,27.2029,27.2029,26.5707,26.0,24.5967,23.7065,23.3238,21.6333,19.7231,17.4929,13.4164,8.9443,3.1623
RIGHT,right,1778971907273,134.3577,5.0,30.0,29.6816,28.6531,26.8328,24.3516,23.5372,22.0907,20.0998,20.2237,18.4391,16.2788,14.1421,10.0,5.3852,3.1623,7.6158,14.0357,18.2483,22.4722,25.5539,26.2488,26.2488,24.1868,22.4722,20.3961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6491,15.5242,18.6011,22.0227,24.1868,26.0,25.2982,23.7697,19.6469,14.8661,10.0,8.2462,12.6491,17.4929,23.6008,28.4253,31.241,33.3017,33.4215,31.1448,27.5862,22.0227,17.4642,15.0,17.8885,22.6716
RIGHT,left,1778971907373,134.3577,5.0,17.4929,21.4009,24.0832,26.8701,27.6586,28.4253,27.2029,24.4131,21.6333,17.8045,14.8661,12.2066,10.4403,11.0454,11.7047,13.4164,14.4222,15.6205,16.2788,16.2788,16.2788,15.8114,15.8114,13.8924,12.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5407,15.2643,7.8102,2.2361,6.0828,11.6619,17.8045,21.2603,25.4558,26.9072,28.3196,28.3196,29.0,27.5862,26.2488,25.0,24.6982,22.3607,21.9317,21.1896,20.2485,17.088,14.3178,9.434,5.0,2.2361
RIGHT,right,1778971907472,134.3577,5.0,33.541,32.3883,28.4429,25.4951,21.8403,18.3848,15.8114,14.8661,15.0,15.8114,14.4222,12.2066,10.0,6.7082,3.1623,5.831,9.8489,13.4164,16.4012,18.3848,18.868,18.3848,16.4924,15.0333,13.0384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6301,10.0499,12.8062,16.1245,18.6815,22.0907,24.0208,24.3311,22.561,19.9249,16.4924,14.0357,12.6491,14.2127,19.2094,23.0217,27.4591,28.6007,29.8329,28.4253,25.0,21.4709,19.4165,21.0238,25.4951,30.6757
RIGHT,left,1778971907584,134.3577,5.0,16.4012,20.8087,23.0217,26.4197,26.8328,27.7308,27.313,24.6982,21.9317,19.2354,15.8114,12.7279,12.53,12.3693,13.0,14.1421,16.4924,17.088,18.3848,18.7883,20.1246,19.2354,18.3576,16.1245,15.2643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0227,15.1327,8.9443,3.6056,4.4721,9.0554,14.8661,18.3848,23.2594,25.5539,28.3019,30.2324,30.0,30.0,28.6007,26.4008,25.2389,23.3238,22.3607,21.0238,19.6977,17.4642,13.4164,9.4868,4.1231,2.0
RIGHT,right,1778971907678,134.3577,5.0,36.4966,33.7343,29.6142,25.1794,20.0,17.4642,17.4642,18.0278,18.4391,18.4391,17.6918,15.0,10.8167,6.7082,1.4142,5.0,11.4018,17.088,21.095,22.6716,25.0,24.1661,23.7697,22.0227,19.2354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0384,11.3137,13.3417,16.1245,19.3132,21.6333,23.4307,24.0416,24.0832,22.0227,19.105,17.0294,15.6525,15.0333,17.2627,20.6155,24.6982,25.632,26.9258,25.9422,23.8537,21.2132,21.9545,24.7386,29.2746,34.2345
RIGHT,left,1778971907801,134.3577,5.0,13.8924,18.3576,21.9545,24.5967,26.4008,26.9258,26.5707,25.9615,23.0868,19.9249,15.8114,12.53,9.8995,8.9443,9.0554,9.4868,12.083,13.8924,15.0,17.8045,17.8045,18.6011,17.2047,15.6205,15.6205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6155,15.8114,9.8995,4.4721,3.0,8.9443,13.6015,19.105,22.6274,26.2488,27.8029,30.0,30.8058,30.8058,29.4109,27.0185,26.9072,25.4951,24.2074,23.6008,22.2036,19.4165,17.2047,12.8062,7.2111,2.2361
RIGHT,right,1778971907887,134.3577,5.0,34.0588,34.0588,31.0161,30.0167,26.1725,23.5372,22.1359,20.1246,18.868,18.6011,16.4012,13.6015,9.434,5.3852,1.0,6.3246,11.1803,16.0312,19.4165,21.9317,23.3238,24.0832,23.4307,21.9545,19.9249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2462,9.2195,12.6491,17.1172,20.025,23.1948,23.5372,22.8035,20.8806,16.7631,13.1529,10.4403,11.4018,16.7631,21.3776,26.3059,30.4138,31.7805,31.7805,27.8927,23.5372,17.0294,12.083,13.6015,19.4165,26.0192
RIGHT,left,1778971908017,134.3577,5.0,14.0357,18.0,22.0227,25.02,26.0768,27.2947,26.3059,24.5153,22.3607,19.4165,16.1245,12.0,9.2195,7.8102,8.9443,9.0554,11.0,13.1529,14.5602,15.8114,17.088,17.088,17.088,15.2315,14.7648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8403,17.1172,11.1803,6.4031,4.4721,9.434,13.6015,19.2354,23.0217,26.0192,28.0713,29.1548,30.1496,29.1548,28.0713,26.0,25.0799,24.3311,23.7697,23.0868,22.1359,19.9249,16.7631,12.3693,7.0711,2.0
RIGHT,right,1778971908094,134.3577,5.0,25.9422,23.8537,22.0227,19.8494,18.868,18.9737,19.105,19.0263,20.0998,20.2237,19.2354,17.1172,14.0357,10.0499,5.3852,2.0,6.0828,10.198,14.8661,18.3576,19.2094,20.5183,20.0,19.2354,18.3848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6491,12.6491,14.8661,18.3848,22.561,26.0192,27.074,28.4429,25.9615,22.1359,17.088,11.7047,5.0,5.0,10.7703,17.0,22.8254,25.5539,27.2947,27.2947,26.0768,22.8035,19.2094,18.0278,19.0263,22.3607
RIGHT,left,1778971908225,134.3577,5.0,14.0,18.0278,20.2237,23.1948,23.5372,23.5372,23.5372,21.8403,19.6469,16.2788,15.0,13.1529,13.6015,12.083,13.0384,12.8062,12.0416,12.53,13.0,13.6015,14.5602,15.2971,15.2971,15.2971,14.3178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6155,14.7648,8.4853,3.1623,4.1231,10.0,15.5563,20.0,23.0217,25.9422,27.7308,28.2312,28.2312,28.2312,26.0,24.1661,23.3238,22.4722,22.2036,20.6155,19.8494,17.0294,14.2127,10.6301,5.6569,1.4142
RIGHT,right,1778971908297,134.3577,5.0,32.0156,30.8058,27.4591,25.4951,23.0868,21.2132,21.0238,20.6155,21.1896,20.6155,19.3132,17.72,14.3178,10.0,3.6056,3.6056,9.0554,14.1421,19.3132,21.095,22.6716,22.8035,21.4709,19.9249,18.1108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4924,14.8661,15.8114,19.0263,22.8035,25.9422,27.2029,28.3196,26.1725,22.8035,17.8045,12.7279,8.2462,9.2195,14.4222,21.4709,26.4008,29.9666,31.305,30.8707,29.1548,25.9615,24.0208,21.8403,24.1868,28.4253
RIGHT,left,1778971908442,134.3577,5.0,12.53,17.0,19.7231,22.8254,24.1661,25.0799,24.6982,23.4094,21.1896,18.3848,16.1245,14.4222,13.4536,12.53,12.6491,13.3417,14.0357,14.0,14.1421,15.1327,14.3178,14.5602,13.6015,13.0,12.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9249,15.0333,8.544,4.4721,6.4031,11.1803,16.0,20.2237,24.7386,26.5707,28.6356,29.0689,28.6531,27.7849,26.4197,22.8254,21.9317,19.9249,20.3961,19.105,19.0263,18.0278,16.0,13.0384,9.0554,5.831
RIGHT,right,1778971908507,134.3577,5.0,29.0689,28.0179,26.0192,23.1948,21.587,20.6155,20.5913,19.2094,19.8494,20.5183,18.4391,16.4012,13.6015,8.9443,2.8284,3.1623,9.2195,14.3178,18.0278,20.5183,22.2036,21.9317,20.6155,19.0,17.2627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8167,10.4403,13.3417,16.6433,19.105,21.4009,23.3238,22.3607,21.5407,18.9737,13.9284,10.0,9.4868,11.1803,15.8114,20.6155,25.4951,28.2312,29.1548,28.2312,26.0,21.9545,19.105,19.7231,20.8806,24.1868
RIGHT,left,1778971908656,134.3577,5.0,16.0,20.0,22.0227,26.0192,27.074,27.2947,26.4764,24.7386,22.561,19.4165,15.1327,12.0,9.4868,7.8102,8.9443,11.1803,13.0,15.0333,16.0312,17.1172,17.1172,17.1172,16.1245,15.1327,13.1529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6977,14.3178,8.0623,4.2426,6.4031,11.1803,15.8114,20.2237,24.1868,27.0185,28.0179,29.0,29.0,28.0179,27.0185,25.1794,23.5372,22.1359,21.1896,20.6155,18.7883,15.6525,13.4164,8.9443,3.6056,2.2361
RIGHT,right,1778971908720,134.3577,5.0,31.1448,30.0167,28.0179,25.318,22.4722,20.5913,19.8494,20.0,19.7231,18.3576,16.5529,14.7648,10.2956,5.0,2.2361,7.6158,14.1421,19.2094,22.8254,24.6982,24.5153,24.0832,22.0907,19.4165,16.5529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6205,15.5242,18.1108,20.6155,24.4131,26.1725,26.9072,26.4008,24.4131,20.2485,13.8924,7.0711,5.0,11.4018,18.4391,24.5153,30.0832,32.9848,33.2415,31.0483,27.6586,23.0868,19.6469,17.8045,20.5913,25.2982
RIGHT,left,1778971908864,134.3577,5.0,17.72,21.587,24.3311,28.4429,30.2655,30.1496,30.1496,28.0713,26.0768,23.0217,19.2354,15.2971,11.7047,7.8102,5.3852,7.0711,7.8102,10.8167,13.8924,15.6525,17.0,17.8885,17.8885,17.0,16.5529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5967,17.8045,11.4018,7.0711,6.4031,10.0499,15.1327,20.8806,25.2982,27.8568,29.1548,31.0161,31.9531,31.6228,31.3209,28.6356,28.2843,26.0192,24.0,23.0868,21.2132,18.1108,15.0333,10.0,5.3852,3.0
RIGHT,right,1778971908937,134.3577,5.0,28.7924,27.8568,26.4008,24.6982,22.8035,21.2132,20.0,19.4165,18.7883,17.4642,16.5529,13.8924,10.0,6.7082,3.6056,7.0711,11.6619,16.2788,19.4165,21.9317,22.561,22.0227,20.2237,18.3848,15.8114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0554,10.0,13.0384,15.5242,18.2483,19.0,19.0263,18.1108,16.1245,13.0,8.2462,7.2111,11.0,16.2788,22.561,27.8927,30.8058,33.7343,32.5576,30.5941,26.6833,20.8806,16.6433,14.7648,16.1245,20.2237
RIGHT,left,1778971909080,134.3577,5.0,17.6918,21.2132,24.8395,26.6271,28.6531,29.0689,28.2312,26.5707,24.0416,19.9249,16.1555,13.4164,9.2195,9.434,8.2462,9.2195,10.4403,12.083,13.0384,13.6015,15.0,15.0,14.2127,13.4536,12.7279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4642,11.6619,5.0,1.0,6.4031,12.0416,15.6205,20.0,23.6008,25.0,26.4008,28.4253,28.3196,29.0,27.5862,26.2488,26.4008,26.0768,25.5539,24.5967,23.7065,21.095,17.2047,12.8062,7.2111,3.1623
RIGHT,right,1778971909157,134.3577,5.0,26.5707,25.0,22.3607,20.025,19.105,18.0278,17.0,16.4012,16.2788,16.2788,14.8661,14.1421,10.6301,6.3246,3.1623,5.099,9.2195,13.8924,17.088,19.2354,20.025,19.4165,18.7883,17.2047,14.2127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,14.3178,16.0312,18.0278,20.2485,21.9317,22.6716,21.4009,20.2485,16.6433,12.2066,7.2111,6.3246,10.6301,15.2643,20.1246,23.2594,25.4951,26.4008,24.6982,23.0868,19.105,16.1245,16.1245,18.3848,21.9545
RIGHT,left,1778971909286,134.3577,5.0,15.8114,20.3961,24.3311,28.0713,30.0167,30.0167,29.1548,27.2947,24.3311,20.3961,17.2627,13.0384,8.0623,7.2111,7.6158,9.0554,12.0416,14.1421,15.2971,16.4924,16.4924,16.2788,16.2788,14.3178,12.6491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2036,17.0294,10.6301,5.831,2.8284,6.0828,11.4018,16.4924,20.6155,23.7697,26.9258,28.8617,31.0483,31.0483,31.3209,30.6757,29.1548,28.2312,27.2947,26.4197,25.0599,22.3607,18.7883,14.8661,8.2462,3.6056
RIGHT,right,1778971909362,134.3577,5.0,33.1059,31.7805,28.7924,25.0,22.2036,20.025,19.6469,17.8885,18.868,18.6011,18.6011,17.2047,13.0384,8.9443,3.1623,3.1623,10.0,15.2971,20.2485,23.3238,24.0832,24.2074,21.9545,20.2485,17.2627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0384,13.6015,17.4642,21.095,25.1794,26.9258,27.8568,26.8328,25.0599,19.7231,14.7648,10.0499,9.434,13.4164,19.9249,24.7386,29.1204,32.0156,32.9848,31.0483,27.6586,23.0868,19.2354,19.7231,22.0227,26.4197
RIGHT,left,1778971909495,134.3577,5.0,15.1327,19.0,23.0217,26.0768,28.1603,29.4279,28.6356,27.6586,25.7099,22.8035,19.4165,15.1327,12.0,9.4868,8.4853,8.0623,10.0499,12.0416,13.3417,14.8661,17.088,17.4642,18.3848,17.4642,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3607,16.0,9.2195,4.2426,5.0,9.4868,15.1327,20.0,24.0208,27.074,30.1496,31.257,32.249,32.1403,31.1448,30.0167,28.0,27.074,26.3059,24.5153,23.5372,20.3961,17.2627,13.1529,8.0,3.6056
RIGHT,right,1778971909571,134.3577,5.0,27.0185,27.074,27.1662,25.7099,23.7697,22.8254,21.4009,19.105,18.4391,16.4012,14.4222,12.2066,9.2195,5.831,4.1231,6.0828,10.0499,14.8661,18.3576,20.6155,21.9317,21.6333,20.1246,18.9737,16.1245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.6301,13.6015,18.0,21.2132,22.561,23.0868,21.1896,17.4642,13.4164,7.6158,1.4142,7.8102,14.8661,21.9317,27.5862,31.1448,33.3017,33.3017,31.8277,28.2843,22.6716,15.2643,10.0499,9.8995,14.8661
RIGHT,left,1778971909703,134.3577,5.0,10.4403,14.8661,19.6977,21.9317,24.5967,26.4197,26.4197,25.5539,24.1868,20.1246,17.088,14.3178,11.0,9.2195,9.2195,9.8489,11.1803,14.0,16.1245,17.4642,18.4391,18.9737,18.9737,18.3848,17.4642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8035,17.4642,12.1655,8.544,7.6158,11.1803,14.7648,19.2094,22.6274,24.8395,27.0185,27.8029,27.8029,27.0185,26.2488,24.7588,22.6716,22.2036,21.9545,22.3607,21.9317,19.6977,18.7883,14.7648,10.2956,5.6569
RIGHT,right,1778971909784,134.3577,5.0,31.1127,31.1448,29.8329,28.6007,25.5539,24.1661,22.4722,20.3961,20.2237,18.0278,17.0294,14.0,11.0454,7.2801,3.6056,3.1623,8.0,12.6491,16.1245,19.105,21.4009,22.3607,20.8806,20.025,17.2627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.083,12.3693,14.8661,17.4929,21.1896,21.587,22.2036,20.0998,17.0,13.0384,8.544,6.7082,11.4018,17.0,21.9545,26.9258,30.5287,32.7567,32.249,30.0167,26.0768,21.4009,17.2047,13.1529,15.8114,21.4009
RIGHT,left,1778971909914,134.3577,5.0,15.6525,20.1246,22.3607,25.0599,25.9422,25.9422,25.9422,23.2594,20.6155,17.4642,13.6015,11.0,8.544,9.2195,10.7703,12.0416,15.0,16.1245,17.4642,18.4391,18.0278,18.0278,17.088,14.3178,13.0384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6271,21.2132,15.2643,11.1803,8.0623,9.8489,13.0,17.72,21.9317,25.5539,28.0179,30.0,32.0156,30.6105,30.6105,28.6007,26.6271,24.1868,22.3607,20.2485,18.9737,16.4924,13.3417,9.2195,5.0,1.0
RIGHT,right,1778971909994,134.3577,5.0,30.0832,29.6142,29.4279,27.1662,25.0799,24.0208,22.2036,21.587,20.2485,18.3848,16.5529,13.8924,11.1803,7.2111,3.1623,5.831,11.6619,17.2047,21.9317,24.2074,25.9422,26.2488,24.3311,21.0,18.2483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.434,9.4868,13.4536,17.0,20.6155,23.0868,24.0208,24.1868,22.2036,18.4391,14.1421,10.198,8.4853,11.4018,16.0312,22.0227,26.0192,30.0167,30.0167,30.0,29.0172,24.0208,21.3776,18.3576,18.4391,21.4709
RIGHT,left,1778971910118,134.3577,5.0,16.2788,20.5183,23.3452,26.2488,27.0185,27.6586,27.8029,24.8395,22.0227,17.6918,14.2127,9.8489,8.0623,7.8102,10.8167,12.53,14.8661,16.4924,17.2627,17.1172,16.0312,15.0,13.0384,11.1803,9.4868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1725,20.2485,14.2127,10.7703,10.4403,13.6015,18.3848,23.5372,28.1603,31.0161,33.0,34.0147,34.0147,33.0,30.0167,28.0713,25.4951,23.0868,21.0238,19.7231,17.8045,15.6205,13.4536,8.4853,4.2426,1.0
RIGHT,right,1778971910209,134.3577,5.0,31.0483,33.2415,29.8329,28.6356,25.1794,22.0227,19.105,17.72,15.6525,15.2643,13.4536,12.0416,9.8995,5.6569,3.1623,4.1231,9.0554,14.1421,17.4642,20.6155,21.6333,22.0227,21.2603,18.868,18.3848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2801,9.2195,12.3693,17.0,20.0,23.3452,23.4307,22.2036,19.4165,14.4222,9.2195,5.099,8.4853,13.4164,21.0238,25.0799,30.8707,31.305,32.7567,30.5287,25.5539,20.1246,14.1421,10.2956,14.7648,21.1896
RIGHT,left,1778971910328,134.3577,5.0,16.2788,20.6155,24.2074,27.0185,28.4253,28.4253,28.4253,27.6586,25.4951,22.6716,19.105,14.4222,11.7047,10.0,8.9443,10.0,12.083,13.6015,15.1327,17.0294,17.0,16.0,16.1245,14.5602,13.9284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0192,21.587,15.6525,11.3137,9.0554,10.2956,13.6015,18.3848,21.8403,25.318,28.1603,30.0167,31.0161,30.0167,29.0172,26.0768,25.1794,22.561,21.1896,20.1246,18.3576,16.6433,13.0384,9.434,4.1231,2.0
RIGHT,right,1778971910415,134.3577,5.0,29.7321,29.4109,27.2029,25.7099,24.3311,22.0227,20.025,19.2354,17.72,17.088,17.088,14.8661,12.6491,9.0554,5.099,1.4142,6.0828,11.1803,14.8661,17.4929,19.799,20.8087,21.0238,19.6469,17.0294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.831,7.0711,12.3693,18.0278,21.3776,23.0868,25.4951,24.1868,22.4722,18.0278,13.8924,9.2195,7.8102,13.0,17.72,23.5372,27.6586,31.0483,32.0156,31.3209,28.1603,23.7697,19.0263,15.5242,16.2788,19.2354
RIGHT,left,1778971910537,134.3577,5.0,13.4164,18.3576,21.0238,23.2594,25.0799,25.4951,25.0799,22.8473,21.0238,17.8885,13.8924,10.6301,7.6158,8.0,8.0623,10.0,13.0384,14.3178,16.1555,17.088,18.0278,16.7631,15.5242,14.1421,13.0384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7697,20.0998,14.1421,10.2956,6.7082,8.544,12.0416,17.0,21.1896,23.7697,26.6833,28.4429,30.2655,30.2655,29.2746,26.4764,25.7099,23.4094,22.8473,21.4709,19.7231,17.4929,14.4222,10.8167,6.7082,1.0
RIGHT,right,1778971910626,134.3577,5.0,29.4109,29.7321,28.7924,26.5707,25.0,21.8403,19.4165,17.2627,16.0,14.0357,12.1655,11.1803,8.2462,6.3246,2.8284,4.4721,8.6023,12.2066,15.2315,17.4642,19.0263,19.2354,18.9737,17.4929,14.8661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7082,8.544,12.7279,15.2643,17.088,18.4391,17.1172,15.0333,14.0357,10.4403,9.2195,10.2956,13.3417,18.0278,22.0227,25.02,27.074,28.1603,27.1662,25.1794,22.0907,18.0,14.5602,13.4536,17.0,21.1896
RIGHT,left,1778971910735,134.3577,5.0,15.1327,19.4165,22.3607,25.7099,26.6833,26.6833,26.6833,24.5153,22.561,19.4165,16.1245,12.0,8.2462,7.0711,8.2462,9.0554,12.6491,14.7648,17.4929,17.4929,18.868,18.868,17.4929,14.4222,12.8062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.074,20.6155,14.3178,9.2195,6.0828,7.8102,13.1529,19.105,23.1948,27.8927,30.6757,31.9531,33.2415,32.311,31.9531,30.3645,28.8617,27.4591,25.1794,24.0208,22.0,19.0263,16.0312,11.0454,6.0828,0.0
RIGHT,right,1778971910840,134.3577,5.0,27.8029,28.4253,27.8029,27.2029,24.4131,23.3238,20.5913,18.7883,17.088,13.6015,12.1655,10.198,7.0,3.1623,4.0,7.6158,11.7047,15.5242,18.1108,20.0,20.3961,19.3132,17.4929,15.5563,12.8062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6056,8.0623,13.1529,16.1555,18.3576,20.0,19.8494,17.6918,15.5563,12.0416,7.6158,7.2801,9.8995,14.4222,20.2485,23.0217,26.6271,28.6007,28.4253,26.2488,23.4307,18.6011,14.3178,11.0454,14.4222,17.6918
RIGHT,left,1778971910938,134.3577,5.0,17.2047,20.8087,23.6008,25.807,26.6271,27.4591,26.6271,25.2389,22.4722,17.8885,13.9284,10.0499,6.7082,7.8102,9.2195,13.0384,14.3178,16.7631,18.3848,19.6977,21.0238,19.2354,17.4929,15.8114,13.4536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0768,20.2237,15.2315,10.6301,10.0499,13.6015,18.6011,24.5967,30.0832,33.2415,35.9026,36.6742,37.4833,35.6931,33.7343,30.3645,27.8568,24.5967,23.0217,21.2603,19.105,16.9706,13.4536,9.2195,5.0,3.1623
RIGHT,right,1778971911052,134.3577,5.0,34.6554,35.3836,33.9706,31.1448,29.0,24.7588,22.0227,19.4165,17.0,14.8661,13.0,10.4403,8.2462,4.1231,1.0,5.0,10.8167,15.6525,19.6469,22.0907,24.1868,24.3516,23.3238,21.2132,18.868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.2361,7.2801,11.1803,14.7648,17.4929,18.6011,18.6011,17.2047,16.1245,13.6015,12.0,13.9284,17.2047,21.9317,26.1725,29.0,31.1127,31.1448,29.7321,25.4951,19.105,14.3178,11.1803,16.4012,23.4307
RIGHT,left,1778971911148,134.3577,5.0,16.1245,21.2132,23.0868,27.2947,29.2746,30.2655,29.2746,27.1662,24.3311,20.3961,18.0278,13.0384,11.4018,9.0554,10.4403,13.4164,17.0294,18.3848,19.8494,21.4009,21.4009,21.095,19.7231,18.3576,16.5529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.1794,21.1896,16.6433,13.6015,10.0499,10.0,13.8924,18.4391,22.0907,26.0192,28.1603,30.4138,31.5753,30.8058,29.6142,27.4591,25.1794,23.0,22.0227,21.2132,19.6469,17.4642,15.5242,10.4403,5.3852,0.0
RIGHT,right,1778971911257,134.3577,5.0,31.4006,32.3883,31.4006,29.2746,26.1725,24.0208,21.0238,18.1108,15.2971,12.6491,9.8489,5.831,2.8284,3.6056,7.0711,11.1803,16.4924,20.2485,23.3238,24.8395,25.6125,24.1868,21.8403,19.105,17.2627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0623,9.434,13.3417,16.0,19.105,20.6155,20.8806,21.1896,18.9737,16.2788,14.0,12.6491,13.4536,17.4929,21.9317,25.632,28.7924,30.0832,29.1548,27.8568,23.7697,18.6815,14.0357,11.4018,15.2315,21.587
RIGHT,left,1778971911357,134.3577,5.0,14.3178,19.105,22.0227,27.0,28.0,29.0172,29.0172,27.074,25.0799,21.0238,17.0294,12.3693,8.6023,7.6158,9.0554,12.083,14.4222,17.0294,19.105,21.2132,21.2132,21.2603,19.8494,18.6011,16.6433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8087,16.2788,11.1803,8.0,7.0711,10.0499,14.1421,18.0278,21.9317,25.0599,26.9258,28.3019,28.8444,28.8444,28.3019,25.9422,25.0799,24.0416,23.5372,22.2036,22.0907,19.105,17.1172,13.1529,8.544,4.4721
